Sample,Site,Drainage,G1,G2,G3,G4,G5,G6,G7,G8,G9,S1,S2,S3,S4,S5,S6,S7,S8,S9,Ai,STi
G100679E1,El cedro 1,Caroni,Pore-DAB*367,Pore-DAB*373,Pore-DAB*216,Pore-DAB*120,,,,,,12,9,11,8,,,,,,4,4
G100680E1,El cedro 1,Caroni,Pore-DAB*216,Pore-DAB*120,Pore-DAB*373,Pore-DAB*367,,,,,,11,8,9,12,,,,,,4,4
G100681E1,El cedro 1,Caroni,Pore-DAB*216,Pore-DAB*120,Pore-DAB*373,,,,,,,11,8,9,,,,,,,3,3
G100682E1,El cedro 1,Caroni,Pore-DAB*367,Pore-DAB*216,Pore-DAB*373,,,,,,,12,11,9,,,,,,,3,3
G100684E1,El cedro 1,Caroni,Pore-DAB*216,Pore-DAB*120,Pore-DAB*373,,,,,,,11,8,9,,,,,,,3,3
G100685E1,El cedro 1,Caroni,Pore-DAB*216,Pore-DAB*120,Pore-DAB*373,,,,,,,11,8,9,,,,,,,3,3
G100686E1,El cedro 1,Caroni,Pore-DAB*216,Pore-DAB*120,Pore-DAB*373,Pore-DAB*103,Pore-DAB*201,,,,,11,8,9,9,12,,,,,5,4
G100687E1,El cedro 1,Caroni,Pore-DAB*216,Pore-DAB*120,Pore-DAB*373,Pore-DAB*103,Pore-DAB*367,,,,,11,8,9,9,12,,,,,5,4
G100688E1,El cedro 1,Caroni,Pore-DAB*216,Pore-DAB*120,Pore-DAB*373,,,,,,,11,8,9,,,,,,,3,3
G100689E1,El cedro 1,Caroni,Pore-DAB*216,Pore-DAB*120,Pore-DAB*103,,,,,,,11,8,9,,,,,,,3,3
G100690E1,El cedro 1,Caroni,Pore-DAB*216,,,,,,,,,11,,,,,,,,,1,1
G100691E1,El cedro 1,Caroni,Pore-DAB*216,Pore-DAB*120,Pore-DAB*103,,,,,,,11,8,9,,,,,,,3,3
G100692E1,El cedro 1,Caroni,Pore-DAB*216,Pore-DAB*120,Pore-DAB*373,,,,,,,11,8,9,,,,,,,3,3
G100693E1,El cedro 1,Caroni,Pore-DAB*216,Pore-DAB*120,Pore-DAB*373,Pore-DAB*103,,,,,,11,8,9,9,,,,,,4,3
G100694E1,El cedro 1,Caroni,Pore-DAB*216,Pore-DAB*367,Pore-DAB*120,Pore-DAB*373,Pore-DAB*103,,,,,11,12,8,9,9,,,,,5,4
G100356E2,El cedro 2,Caroni,Pore-DAB*216,Pore-DAB*120,Pore-DAB*131,Pore-DAB*103,Pore-DAB*373,,,,,11,8,7,9,9,,,,,5,4
G100357E2,El cedro 2,Caroni,Pore-DAB*208,Pore-DAB*308,Pore-DAB*103,Pore-DAB*373,,,,,,4,12,9,9,,,,,,4,3
G100358E2,El cedro 2,Caroni,Pore-DAB*216,,,,,,,,,11,,,,,,,,,1,1
G100359E2,El cedro 2,Caroni,Pore-DAB*216,Pore-DAB*120,Pore-DAB*339,Pore-DAB*103,,,,,,11,8,6,9,,,,,,4,4
G100360E2,El cedro 2,Caroni,Pore-DAB*367,Pore-DAB*216,Pore-DAB*120,Pore-DAB*373,,,,,,12,11,8,9,,,,,,4,4
G100361E2,El cedro 2,Caroni,Pore-DAB*208,Pore-DAB*339,Pore-DAB*103,,,,,,,4,6,9,,,,,,,3,3
G100362E2,El cedro 2,Caroni,Pore-DAB*216,Pore-DAB*120,Pore-DAB*339,Pore-DAB*373,Pore-DAB*202,,,,,11,8,6,9,9,,,,,5,4
G100363E2,El cedro 2,Caroni,Pore-DAB*216,Pore-DAB*120,,,,,,,,11,8,,,,,,,,2,2
G100364E2,El cedro 2,Caroni,Pore-DAB*208,Pore-DAB*216,Pore-DAB*120,Pore-DAB*103,,,,,,4,11,8,9,,,,,,4,4
G100365E2,El cedro 2,Caroni,Pore-DAB*339,Pore-DAB*271,Pore-DAB*103,,,,,,,6,9,9,,,,,,,3,2
G100366E2,El cedro 2,Caroni,Pore-DAB*216,Pore-DAB*120,Pore-DAB*373,Pore-DAB*390,Pore-DAB*103,,,,,11,8,9,1,9,,,,,5,4
G100367E2,El cedro 2,Caroni,Pore-DAB*216,Pore-DAB*120,Pore-DAB*384,Pore-DAB*373,Pore-DAB*335,,,,,11,8,12,9,9,,,,,5,4
G100368E2,El cedro 2,Caroni,Pore-DAB*216,Pore-DAB*120,Pore-DAB*373,Pore-DAB*202,,,,,,11,8,9,9,,,,,,4,3
G100369E2,El cedro 2,Caroni,Pore-DAB*367,Pore-DAB*339,Pore-DAB*373,Pore-DAB*103,,,,,,12,6,9,9,,,,,,4,3
G100370E2,El cedro 2,Caroni,Pore-DAB*216,Pore-DAB*208,Pore-DAB*120,Pore-DAB*103,,,,,,11,4,8,9,,,,,,4,4
G100371E2,El cedro 2,Caroni,Pore-DAB*216,Pore-DAB*208,Pore-DAB*120,Pore-DAB*373,Pore-DAB*103,,,,,11,4,8,9,9,,,,,5,4
G100372E2,El cedro 2,Caroni,Pore-DAB*216,Pore-DAB*120,Pore-DAB*373,Pore-DAB*202,,,,,,11,8,9,9,,,,,,4,3
G100373E2,El cedro 2,Caroni,Pore-DAB*363,Pore-DAB*308,Pore-DAB*373,Pore-DAB*103,,,,,,2,12,9,9,,,,,,4,3
G100374E2,El cedro 2,Caroni,Pore-DAB*216,Pore-DAB*120,Pore-DAB*403,Pore-DAB*104,Pore-DAB*373,,,,,11,8,1,9,9,,,,,5,4
G100375E2,El cedro 2,Caroni,Pore-DAB*440,Pore-DAB*131,Pore-DAB*373,,,,,,,4,7,9,,,,,,,3,3
G100376E2,El cedro 2,Caroni,Pore-DAB*440,Pore-DAB*208,Pore-DAB*103,,,,,,,4,4,9,,,,,,,3,2
G100377E2,El cedro 2,Caroni,Pore-DAB*216,Pore-DAB*120,Pore-DAB*403,Pore-DAB*373,Pore-DAB*103,,,,,11,8,1,9,9,,,,,5,4
G100378E2,El cedro 2,Caroni,Pore-DAB*208,Pore-DAB*216,Pore-DAB*120,Pore-DAB*373,Pore-DAB*103,,,,,4,11,8,9,9,,,,,5,4
G100379E2,El cedro 2,Caroni,Pore-DAB*216,Pore-DAB*367,Pore-DAB*120,,,,,,,11,12,8,,,,,,,3,3
G100383E2,El cedro 2,Caroni,Pore-DAB*208,Pore-DAB*384,Pore-DAB*103,Pore-DAB*202,,,,,,4,12,9,9,,,,,,4,3
G100384E2,El cedro 2,Caroni,Pore-DAB*216,Pore-DAB*120,Pore-DAB*208,Pore-DAB*103,,,,,,11,8,4,9,,,,,,4,4
G100385E2,El cedro 2,Caroni,Pore-DAB*138,Pore-DAB*216,Pore-DAB*208,Pore-DAB*373,Pore-DAB*120,Pore-DAB*202,Pore-DAB*103,,,15,11,4,9,8,9,9,,,7,5
G100385-E2,El cedro 2,Caroni,Pore-DAB*138,Pore-DAB*202,Pore-DAB*513,Pore-DAB*373,Pore-DAB*103,Pore-DAB*120,Pore-DAB*216,Pore-DAB*208,,15,9,1,9,9,8,11,4,,8,6
G100386E2,El cedro 2,Caroni,Pore-DAB*363,Pore-DAB*103,,,,,,,,2,9,,,,,,,,2,2
G100387E2,El cedro 2,Caroni,Pore-DAB*308,Pore-DAB*271,Pore-DAB*373,,,,,,,12,9,9,,,,,,,3,2
G100388E2,El cedro 2,Caroni,Pore-DAB*331,Pore-DAB*202,Pore-DAB*103,,,,,,,10,9,9,,,,,,,3,2
G100389E2,El cedro 2,Caroni,Pore-DAB*216,Pore-DAB*131,Pore-DAB*103,,,,,,,11,7,9,,,,,,,3,3
G100390E2,El cedro 2,Caroni,Pore-DAB*208,Pore-DAB*339,Pore-DAB*103,,,,,,,4,6,9,,,,,,,3,3
G100007G1,Guanapo 1,Caroni,Pore-DAB*202,Pore-DAB*212,Pore-DAB*203,Pore-DAB*204,Pore-DAB*209,,,,,9,1,15,12,6,,,,,5,5
G100007-G1,Guanapo 1,Caroni,Pore-DAB*202,Pore-DAB*209,Pore-DAB*204,Pore-DAB*203,Pore-DAB*212,,,,,9,6,12,15,1,,,,,5,5
G100008G1,Guanapo 1,Caroni,Pore-DAB*103,Pore-DAB*201,Pore-DAB*205,Pore-DAB*209,,,,,,9,12,1,6,,,,,,4,4
G100009G1,Guanapo 1,Caroni,Pore-DAB*201,Pore-DAB*103,Pore-DAB*202,,,,,,,12,9,9,,,,,,,3,2
G100010G1,Guanapo 1,Caroni,Pore-DAB*201,Pore-DAB*202,,,,,,,,12,9,,,,,,,,2,2
G100011G1,Guanapo 1,Caroni,Pore-DAB*201,Pore-DAB*202,,,,,,,,12,9,,,,,,,,2,2
G100012G1,Guanapo 1,Caroni,Pore-DAB*201,Pore-DAB*138,Pore-DAB*103,Pore-DAB*202,,,,,,12,15,9,9,,,,,,4,3
G100013G1,Guanapo 1,Caroni,Pore-DAB*205,Pore-DAB*138,Pore-DAB*209,Pore-DAB*202,Pore-DAB*103,,,,,1,15,6,9,9,,,,,5,4
G100013-G1,Guanapo 1,Caroni,Pore-DAB*209,Pore-DAB*138,Pore-DAB*205,Pore-DAB*202,Pore-DAB*103,,,,,6,15,1,9,9,,,,,5,4
G100014G1,Guanapo 1,Caroni,Pore-DAB*202,Pore-DAB*201,Pore-DAB*211,,,,,,,9,12,12,,,,,,,3,2
G100015G1,Guanapo 1,Caroni,Pore-DAB*208,Pore-DAB*205,Pore-DAB*209,Pore-DAB*202,Pore-DAB*103,,,,,4,1,6,9,9,,,,,5,4
G100016G1,Guanapo 1,Caroni,Pore-DAB*205,Pore-DAB*138,Pore-DAB*209,Pore-DAB*202,Pore-DAB*103,,,,,1,15,6,9,9,,,,,5,4
G100017G1,Guanapo 1,Caroni,Pore-DAB*204,Pore-DAB*138,Pore-DAB*203,Pore-DAB*103,,,,,,12,15,15,9,,,,,,4,3
G100018G1,Guanapo 1,Caroni,Pore-DAB*201,Pore-DAB*138,Pore-DAB*202,Pore-DAB*103,,,,,,12,15,9,9,,,,,,4,3
G100019G1,Guanapo 1,Caroni,Pore-DAB*202,Pore-DAB*207,Pore-DAB*138,,,,,,,9,12,15,,,,,,,3,3
G100019-G1,Guanapo 1,Caroni,Pore-DAB*202,Pore-DAB*207,Pore-DAB*138,,,,,,,9,12,15,,,,,,,3,3
G100020G1,Guanapo 1,Caroni,Pore-DAB*211,Pore-DAB*205,Pore-DAB*209,Pore-DAB*202,Pore-DAB*103,,,,,12,1,6,9,9,,,,,5,4
G100021G1,Guanapo 1,Caroni,Pore-DAB*201,Pore-DAB*138,Pore-DAB*202,Pore-DAB*103,Pore-DAB*205,Pore-DAB*209,,,,12,15,9,9,1,6,,,,6,5
G100021-G1,Guanapo 1,Caroni,Pore-DAB*201,Pore-DAB*138,Pore-DAB*103,Pore-DAB*202,,,,,,12,15,9,9,,,,,,4,3
G100022G1,Guanapo 1,Caroni,Pore-DAB*201,Pore-DAB*202,,,,,,,,12,9,,,,,,,,2,2
G100023G1,Guanapo 1,Caroni,Pore-DAB*201,Pore-DAB*138,Pore-DAB*103,Pore-DAB*202,,,,,,12,15,9,9,,,,,,4,3
G100024G1,Guanapo 1,Caroni,Pore-DAB*203,Pore-DAB*201,Pore-DAB*204,Pore-DAB*103,Pore-DAB*202,,,,,15,12,12,9,9,,,,,5,3
G100025G1,Guanapo 1,Caroni,Pore-DAB*138,Pore-DAB*205,Pore-DAB*209,Pore-DAB*103,,,,,,15,1,6,9,,,,,,4,4
G100026G1,Guanapo 1,Caroni,Pore-DAB*201,Pore-DAB*203,Pore-DAB*210,Pore-DAB*206,Pore-DAB*202,,,,,12,15,12,9,9,,,,,5,3
G100027G1,Guanapo 1,Caroni,Pore-DAB*138,Pore-DAB*202,Pore-DAB*206,,,,,,,15,9,9,,,,,,,3,2
G100028G1,Guanapo 1,Caroni,Pore-DAB*201,Pore-DAB*205,Pore-DAB*209,Pore-DAB*202,Pore-DAB*103,,,,,12,1,6,9,9,,,,,5,4
G100029-G1,Guanapo 1,Caroni,Pore-DAB*201,Pore-DAB*138,Pore-DAB*202,Pore-DAB*103,Pore-DAB*205,Pore-DAB*205,,,,12,15,9,9,1,1,,,,6,4
G100030G1,Guanapo 1,Caroni,Pore-DAB*201,Pore-DAB*138,Pore-DAB*103,,,,,,,12,15,9,,,,,,,3,3
G100031G1,Guanapo 1,Caroni,Pore-DAB*201,Pore-DAB*205,Pore-DAB*209,Pore-DAB*202,Pore-DAB*206,,,,,12,1,6,9,9,,,,,5,4
G100031-G1,Guanapo 1,Caroni,Pore-DAB*209,Pore-DAB*201,Pore-DAB*205,Pore-DAB*206,Pore-DAB*202,,,,,6,12,1,9,9,,,,,5,4
G100032G1,Guanapo 1,Caroni,Pore-DAB*205,Pore-DAB*204,Pore-DAB*203,Pore-DAB*209,Pore-DAB*202,,,,,1,12,15,6,9,,,,,5,5
G100032-G1,Guanapo 1,Caroni,Pore-DAB*202,Pore-DAB*209,Pore-DAB*205,Pore-DAB*203,Pore-DAB*204,,,,,9,6,1,15,12,,,,,5,5
G100033G1,Guanapo 1,Caroni,Pore-DAB*201,Pore-DAB*203,Pore-DAB*210,Pore-DAB*202,,,,,,12,15,12,9,,,,,,4,3
G100034G1,Guanapo 1,Caroni,Pore-DAB*201,Pore-DAB*203,Pore-DAB*210,Pore-DAB*202,,,,,,12,15,12,9,,,,,,4,3
G100035G1,Guanapo 1,Caroni,Pore-DAB*138,Pore-DAB*103,,,,,,,,15,9,,,,,,,,2,2
G100036G1,Guanapo 1,Caroni,Pore-DAB*138,Pore-DAB*201,Pore-DAB*103,,,,,,,15,12,9,,,,,,,3,3
G100037G1,Guanapo 1,Caroni,Pore-DAB*201,Pore-DAB*138,Pore-DAB*202,Pore-DAB*103,,,,,,12,15,9,9,,,,,,4,3
G100038G1,Guanapo 1,Caroni,Pore-DAB*201,Pore-DAB*138,Pore-DAB*202,,,,,,,12,15,9,,,,,,,3,3
G100959G2,Guanapo 2,Caroni,Pore-DAB*133,Pore-DAB*201,Pore-DAB*120,Pore-DAB*202,Pore-DAB*208,,,,,11,12,8,9,4,,,,,5,5
G100960G2,Guanapo 2,Caroni,Pore-DAB*208,Pore-DAB*202,Pore-DAB*205,Pore-DAB*209,,,,,,4,9,1,6,,,,,,4,4
G100961G2,Guanapo 2,Caroni,Pore-DAB*201,Pore-DAB*208,Pore-DAB*202,Pore-DAB*103,,,,,,12,4,9,9,,,,,,4,3
G100962-G2,Guanapo 2,Caroni,Pore-DAB*201,Pore-DAB*218,Pore-DAB*202,Pore-DAB*271,,,,,,12,8,9,9,,,,,,4,3
G100963G2,Guanapo 2,Caroni,Pore-DAB*213,Pore-DAB*223,Pore-DAB*226,Pore-DAB*202,Pore-DAB*202,,,,,6,15,13,9,9,,,,,5,4
G100963-G2,Guanapo 2,Caroni,Pore-DAB*223,Pore-DAB*226,Pore-DAB*213,Pore-DAB*335,Pore-DAB*202,,,,,15,13,6,9,9,,,,,5,4
G100964G2,Guanapo 2,Caroni,Pore-DAB*133,Pore-DAB*205,Pore-DAB*209,Pore-DAB*120,Pore-DAB*202,Pore-DAB*335,,,,11,1,6,8,9,9,,,,6,5
G100964-G2,Guanapo 2,Caroni,Pore-DAB*133,Pore-DAB*209,Pore-DAB*120,Pore-DAB*205,Pore-DAB*335,Pore-DAB*202,,,,11,6,8,1,9,9,,,,6,5
G100965G2,Guanapo 2,Caroni,Pore-DAB*201,Pore-DAB*208,Pore-DAB*202,,,,,,,12,4,9,,,,,,,3,3
G100966G2,Guanapo 2,Caroni,Pore-DAB*201,Pore-DAB*218,,,,,,,,12,8,,,,,,,,2,2
G100967G2,Guanapo 2,Caroni,Pore-DAB*225,Pore-DAB*138,Pore-DAB*250,Pore-DAB*208,Pore-DAB*201,,,,,11,15,3,4,12,,,,,5,5
G100968-G2,Guanapo 2,Caroni,Pore-DAB*201,Pore-DAB*208,Pore-DAB*103,Pore-DAB*271,,,,,,12,4,9,9,,,,,,4,3
G100969G2,Guanapo 2,Caroni,Pore-DAB*201,Pore-DAB*120,Pore-DAB*133,Pore-DAB*202,,,,,,12,8,11,9,,,,,,4,4
G100970G2,Guanapo 2,Caroni,Pore-DAB*215,Pore-DAB*217,Pore-DAB*227,,,,,,,12,8,6,,,,,,,3,3
G100970-G2,Guanapo 2,Caroni,Pore-DAB*217,Pore-DAB*215,Pore-DAB*227,Pore-DAB*373,Pore-DAB*271,,,,,8,12,6,9,9,,,,,5,4
G100971-G2,Guanapo 2,Caroni,Pore-DAB*201,Pore-DAB*208,Pore-DAB*202,Pore-DAB*104,,,,,,12,4,9,9,,,,,,4,3
G100972G2,Guanapo 2,Caroni,Pore-DAB*201,Pore-DAB*202,,,,,,,,12,9,,,,,,,,2,2
G100973G2,Guanapo 2,Caroni,Pore-DAB*216,Pore-DAB*120,Pore-DAB*205,Pore-DAB*209,Pore-DAB*103,Pore-DAB*202,,,,11,8,1,6,9,9,,,,6,5
G100973-G2,Guanapo 2,Caroni,Pore-DAB*216,Pore-DAB*209,Pore-DAB*120,Pore-DAB*205,Pore-DAB*202,Pore-DAB*103,,,,11,6,8,1,9,9,,,,6,5
G100974G2,Guanapo 2,Caroni,Pore-DAB*201,,,,,,,,,12,,,,,,,,,1,1
G100975G2,Guanapo 2,Caroni,Pore-DAB*220,Pore-DAB*221,Pore-DAB*202,Pore-DAB*335,,,,,,10,10,9,9,,,,,,4,2
G100975-G2,Guanapo 2,Caroni,Pore-DAB*221,Pore-DAB*220,Pore-DAB*202,Pore-DAB*335,,,,,,10,10,9,9,,,,,,4,2
G100976G2,Guanapo 2,Caroni,Pore-DAB*208,Pore-DAB*201,Pore-DAB*202,,,,,,,4,12,9,,,,,,,3,3
G100977G2,Guanapo 2,Caroni,Pore-DAB*201,Pore-DAB*208,Pore-DAB*271,Pore-DAB*202,,,,,,12,4,9,9,,,,,,4,3
G100978G2,Guanapo 2,Caroni,Pore-DAB*133,Pore-DAB*225,Pore-DAB*120,Pore-DAB*335,,,,,,11,11,8,9,,,,,,4,3
G100979G2,Guanapo 2,Caroni,Pore-DAB*201,Pore-DAB*222,,,,,,,,12,10,,,,,,,,2,2
G100979-G2,Guanapo 2,Caroni,Pore-DAB*201,Pore-DAB*222,Pore-DAB*104,Pore-DAB*202,,,,,,12,10,9,9,,,,,,4,3
G100980G2,Guanapo 2,Caroni,Pore-DAB*205,Pore-DAB*209,Pore-DAB*214,Pore-DAB*202,Pore-DAB*373,,,,,1,6,15,9,9,,,,,5,4
G100980-G2,Guanapo 2,Caroni,Pore-DAB*209,Pore-DAB*214,Pore-DAB*205,Pore-DAB*202,Pore-DAB*373,,,,,6,15,1,9,9,,,,,5,4
G100981G2,Guanapo 2,Caroni,Pore-DAB*227,Pore-DAB*215,Pore-DAB*202,,,,,,,6,12,9,,,,,,,3,3
G100982G2,Guanapo 2,Caroni,Pore-DAB*218,Pore-DAB*219,Pore-DAB*202,Pore-DAB*103,,,,,,8,10,9,9,,,,,,4,3
G100982-G2,Guanapo 2,Caroni,Pore-DAB*218,Pore-DAB*219,Pore-DAB*103,Pore-DAB*202,,,,,,8,10,9,9,,,,,,4,3
G100983-G2,Guanapo 2,Caroni,Pore-DAB*209,Pore-DAB*205,Pore-DAB*103,Pore-DAB*202,,,,,,6,1,9,9,,,,,,4,3
G100984-G2,Guanapo 2,Caroni,Pore-DAB*225,Pore-DAB*224,Pore-DAB*271,Pore-DAB*103,,,,,,11,3,9,9,,,,,,4,3
G100985G2,Guanapo 2,Caroni,Pore-DAB*208,Pore-DAB*201,Pore-DAB*202,Pore-DAB*335,,,,,,4,12,9,9,,,,,,4,3
G100985-G2,Guanapo 2,Caroni,Pore-DAB*201,Pore-DAB*208,Pore-DAB*202,Pore-DAB*335,,,,,,12,4,9,9,,,,,,4,3
G100986-G2,Guanapo 2,Caroni,Pore-DAB*216,Pore-DAB*209,Pore-DAB*120,Pore-DAB*202,Pore-DAB*205,,,,,11,6,8,9,1,,,,,5,5
G100987-G2,Guanapo 2,Caroni,Pore-DAB*353,Pore-DAB*208,Pore-DAB*202,Pore-DAB*335,,,,,,10,4,9,9,,,,,,4,3
G100988-G2,Guanapo 2,Caroni,Pore-DAB*208,Pore-DAB*218,Pore-DAB*104,Pore-DAB*202,,,,,,4,8,9,9,,,,,,4,3
G100989G2,Guanapo 2,Caroni,Pore-DAB*201,Pore-DAB*208,,,,,,,,12,4,,,,,,,,2,2
G100989-G2,Guanapo 2,Caroni,Pore-DAB*201,Pore-DAB*208,Pore-DAB*373,Pore-DAB*202,,,,,,12,4,9,9,,,,,,4,3
G100990G2,Guanapo 2,Caroni,Pore-DAB*201,Pore-DAB*215,Pore-DAB*227,Pore-DAB*373,Pore-DAB*103,,,,,12,12,6,9,9,,,,,5,3
G100990-G2,Guanapo 2,Caroni,Pore-DAB*201,Pore-DAB*215,Pore-DAB*227,Pore-DAB*103,,,,,,12,12,6,9,,,,,,4,3
G100204Ap1,Aripo 1,Caroni,Pore-DAB*216,Pore-DAB*133,Pore-DAB*120,Pore-DAB*375,,,,,,11,11,8,9,,,,,,4,3
G100205Ap1,Aripo 1,Caroni,Pore-DAB*133,Pore-DAB*106,Pore-DAB*375,Pore-DAB*131,,,,,,11,8,9,7,,,,,,4,4
G100206Ap1,Aripo 1,Caroni,Pore-DAB*133,Pore-DAB*120,Pore-DAB*106,,,,,,,11,8,8,,,,,,,3,2
G100208Ap1,Aripo 1,Caroni,Pore-DAB*133,Pore-DAB*120,Pore-DAB*413,,,,,,,11,8,7,,,,,,,3,3
G100209Ap1,Aripo 1,Caroni,Pore-DAB*289,Pore-DAB*398,Pore-DAB*104,,,,,,,8,15,9,,,,,,,3,3
G100210Ap1,Aripo 1,Caroni,Pore-DAB*379,Pore-DAB*107,,,,,,,,8,7,,,,,,,,2,2
G100212Ap1,Aripo 1,Caroni,Pore-DAB*133,Pore-DAB*106,Pore-DAB*308,Pore-DAB*104,,,,,,11,8,12,9,,,,,,4,4
G100213Ap1,Aripo 1,Caroni,Pore-DAB*133,Pore-DAB*106,Pore-DAB*107,,,,,,,11,8,7,,,,,,,3,3
G100214Ap1,Aripo 1,Caroni,Pore-DAB*389,Pore-DAB*133,Pore-DAB*120,,,,,,,10,11,8,,,,,,,3,3
G100215Ap1,Aripo 1,Caroni,Pore-DAB*133,Pore-DAB*106,Pore-DAB*131,Pore-DAB*375,,,,,,11,8,7,9,,,,,,4,4
G100216Ap1,Aripo 1,Caroni,Pore-DAB*208,Pore-DAB*414,,,,,,,,4,7,,,,,,,,2,2
G100217Ap1,Aripo 1,Caroni,Pore-DAB*107,Pore-DAB*308,Pore-DAB*104,,,,,,,7,12,9,,,,,,,3,3
G100218-Ap1,Aripo 1,Caroni,Pore-DAB*133,Pore-DAB*106,Pore-DAB*131,,,,,,,11,8,7,,,,,,,3,3
G100220Ap1,Aripo 1,Caroni,Pore-DAB*131,Pore-DAB*225,Pore-DAB*353,Pore-DAB*206,Pore-DAB*104,,,,,7,11,10,9,9,,,,,5,4
G100221Ap1,Aripo 1,Caroni,Pore-DAB*107,Pore-DAB*131,Pore-DAB*375,,,,,,,7,7,9,,,,,,,3,2
G100222Ap1,Aripo 1,Caroni,Pore-DAB*389,Pore-DAB*133,Pore-DAB*106,,,,,,,10,11,8,,,,,,,3,3
G100223Ap1,Aripo 1,Caroni,Pore-DAB*107,Pore-DAB*421,Pore-DAB*133,Pore-DAB*389,Pore-DAB*120,,,,,7,6,11,10,8,,,,,5,5
G100224Ap1,Aripo 1,Caroni,Pore-DAB*133,Pore-DAB*120,,,,,,,,11,8,,,,,,,,2,2
G100225Ap1,Aripo 1,Caroni,Pore-DAB*133,Pore-DAB*106,Pore-DAB*107,,,,,,,11,8,7,,,,,,,3,3
G100226Ap1,Aripo 1,Caroni,Pore-DAB*352,Pore-DAB*131,Pore-DAB*202,Pore-DAB*375,,,,,,1,7,9,9,,,,,,4,3
G100227Ap1,Aripo 1,Caroni,Pore-DAB*389,Pore-DAB*133,Pore-DAB*106,,,,,,,10,11,8,,,,,,,3,3
G100228Ap1,Aripo 1,Caroni,Pore-DAB*133,Pore-DAB*106,Pore-DAB*352,,,,,,,11,8,1,,,,,,,3,3
G100229Ap1,Aripo 1,Caroni,Pore-DAB*131,,,,,,,,,7,,,,,,,,,1,1
G100230Ap1,Aripo 1,Caroni,Pore-DAB*289,Pore-DAB*292,,,,,,,,8,13,,,,,,,,2,2
G100231Ap1,Aripo 1,Caroni,Pore-DAB*107,Pore-DAB*133,Pore-DAB*421,Pore-DAB*389,Pore-DAB*120,,,,,7,11,6,10,8,,,,,5,5
G100232Ap1,Aripo 1,Caroni,Pore-DAB*389,,,,,,,,,10,,,,,,,,,1,1
G100233-Ap1,Aripo 1,Caroni,Pore-DAB*133,Pore-DAB*120,Pore-DAB*107,,,,,,,11,8,7,,,,,,,3,3
G100234Ap1,Aripo 1,Caroni,Pore-DAB*133,,,,,,,,,11,,,,,,,,,1,1
G100235-Ap1,Aripo 1,Caroni,Pore-DAB*421,Pore-DAB*107,Pore-DAB*104,,,,,,,6,7,9,,,,,,,3,3
G100236Ap1,Aripo 1,Caroni,Pore-DAB*396,Pore-DAB*352,Pore-DAB*375,,,,,,,8,1,9,,,,,,,3,3
G100237Ap1,Aripo 1,Caroni,Pore-DAB*133,Pore-DAB*289,Pore-DAB*120,,,,,,,11,8,8,,,,,,,3,2
G100238Ap1,Aripo 1,Caroni,Pore-DAB*107,Pore-DAB*131,Pore-DAB*104,Pore-DAB*375,,,,,,7,7,9,9,,,,,,4,2
G100060Ap2,Aripo 2,Caroni,Pore-DAB*209,Pore-DAB*308,Pore-DAB*205,Pore-DAB*318,,,,,,6,12,1,9,,,,,,4,4
G100061Ap2,Aripo 2,Caroni,Pore-DAB*363,Pore-DAB*208,Pore-DAB*296,Pore-DAB*209,Pore-DAB*308,Pore-DAB*104,Pore-DAB*205,Pore-DAB*271,Pore-DAB*318,2,4,8,6,12,9,1,9,9,9,7
G100062Ap2,Aripo 2,Caroni,Pore-DAB*308,Pore-DAB*107,Pore-DAB*104,Pore-DAB*373,Pore-DAB*363,Pore-DAB*296,Pore-DAB*208,Pore-DAB*271,,12,7,9,9,2,8,4,9,,8,6
G100063Ap2,Aripo 2,Caroni,Pore-DAB*208,Pore-DAB*398,Pore-DAB*104,Pore-DAB*271,,,,,,4,15,9,9,,,,,,4,3
G100064Ap2,Aripo 2,Caroni,Pore-DAB*361,Pore-DAB*296,Pore-DAB*308,Pore-DAB*104,,,,,,5,8,12,9,,,,,,4,4
G100065Ap2,Aripo 2,Caroni,Pore-DAB*363,Pore-DAB*296,Pore-DAB*292,Pore-DAB*104,Pore-DAB*104,,,,,2,8,13,9,9,,,,,5,4
G100066Ap2,Aripo 2,Caroni,Pore-DAB*437,Pore-DAB*292,Pore-DAB*320,Pore-DAB*375,,,,,,7,13,9,9,,,,,,4,3
G100067Ap2,Aripo 2,Caroni,Pore-DAB*363,Pore-DAB*296,Pore-DAB*373,Pore-DAB*104,,,,,,2,8,9,9,,,,,,4,3
G100068Ap2,Aripo 2,Caroni,Pore-DAB*363,Pore-DAB*409,Pore-DAB*104,,,,,,,2,11,9,,,,,,,3,3
G100069Ap2,Aripo 2,Caroni,Pore-DAB*363,Pore-DAB*208,Pore-DAB*296,Pore-DAB*104,Pore-DAB*271,,,,,2,4,8,9,9,,,,,5,4
G100070Ap2,Aripo 2,Caroni,Pore-DAB*138,Pore-DAB*308,Pore-DAB*363,Pore-DAB*208,Pore-DAB*296,Pore-DAB*104,Pore-DAB*202,Pore-DAB*271,,15,12,2,4,8,9,9,9,,8,6
G100071Ap2,Aripo 2,Caroni,Pore-DAB*138,Pore-DAB*375,,,,,,,,15,9,,,,,,,,2,2
G100072Ap2,Aripo 2,Caroni,Pore-DAB*208,Pore-DAB*138,Pore-DAB*335,,,,,,,4,15,9,,,,,,,3,3
